Student_ID,Name,Gender,Age,Class,City,Attendance_Percentage,Mathematics,Science,English,Social_Studies,Computer_Science,Hindi
STU00531,Shreya Yadav,Female,16,9,Lucknow,85.5,60.0,90.0,75.0,84.0,60.0,43.0
STU00357,Tanvi Kapoor,Female,18,11,Patna,100.0,53.0,86.0,24.0,84.0,60.0,62.0
STU01117,Deepak Gupta,Male,15,11,Bhopal,100.0,57.0,38.0,52.0,64.0,53.0,53.0
STU00057,Riya Rao,Female,18,9,Nagpur,93.8,67.0,51.0,71.0,39.0,30.0,48.0
STU00630,Kavya Bhat,Male,18,10,Kolkata,81.8,AB,39.0,,63.0,79.0,70.0
STU00458,Aditi Rao,Female,15,11,Chandigarh,59.1,88.0,71.0,79.0,32.0,69.0,66.0
STU00921,Diya Verma,Male,18,10,Jaipur,82.0,55.0,54.0,55.0,71.0,59.0,69.0
STU00180,Vihaan Malhotra,Male,17,12,Kolkata,83.2,91.0,39.0,55.0,41.0,77.0,52.0
STU00037,Priya Gupta,Male,14,11,Patna,77.5,46.0,67.0,79.0,71.0,53.0,54.0
STU00842,Vivaan Kapoor,Female,15,12,Hyderabad,86.6,53.0,66.0,53.0,17.0,62.0,66.0
STU00594,Sai Joshi,Female,18,12,Chennai,69.1,62.0,46.0,49.0,67.0,74.0,93.0
STU00533,Shreya Nair,Female,15,10,Chennai,89.5,19.0,77.0,84.0,68.0,73.0,53.0
STU01141,Shreya Nair,Male,15,9,Nagpur,79.7,78.0,30.0,67.0,42.0,73.0,38.0
STU01047,Aman Kumar,Male,14,11,Pune,89.8,72.0,63.0,51.0,64.0,53.0,74.0
STU00106,Kabir Malhotra,Female,17,11,Chennai,77.1,,38.0,70.0,69.0,58.0,53.0
STU00715,Kabir Kapoor,Male,16,12,Mumbai,100.0,76.0,67.0,60.0,60.0,57.0,62.0
STU00559,Vijay Joshi,female,14,12,Patna,78.2,34.0,48.0,85.0,24.0,94.0,80.0
STU00916,Rahul Agarwal,Female,16,12,Chandigarh,63.3,45.0,63.0,56.0,38.0,57.0,61.0
STU00443,Aman Malhotra,Male,18,11,Pune,100.0,64.0,49.0,76.0,47.0,85.0,48.0
STU00477,Pooja Iyer,Female,15,9,Indore,78.9,74.0,61.0,84.0,74.0,88.0,25.0
STU01079,Diya Chauhan,Female,17,9,Bengaluru,100.0,58.0,53.0,59.0,52.0,44.0,48.0
STU01112,Vivaan Iyer,Male,15,12,Delhi,85.9,55.0,,48.0,52.0,93.0,55.0
STU01172,Kavya Malhotra,Male,15,12,Patna,81.0,71.0,71.0,56.0,66.0,42.0,61.0
STU00791,Aryan Singh,Male,14,12,Hyderabad,75.7,55.0,48.0,59.0,53.0,39.0,53.0
STU00041,Deepak Iyer,Female,17,10,Jaipur,80.3,60.0,57.0,59.0,57.0,73.0,43.0
STU01023,Aryan Agarwal,Male,18,11,Ahmedabad,94.2,32.0,52.0,40.0,56.0,67.0,84.0
STU00319,Rohan Patel,Male,18,10,Hyderabad,70.3,,80.0,71.0,64.0,46.0,100.0
STU00600,Aman Chauhan,Female,18,9,Bengaluru,77.6,56.0,25.0,,49.0,100.0,68.0
STU00736,Manoj Yadav,Male,17,11,Bengaluru,75.3,65.0,37.0,36.0,68.0,100.0,70.0
STU01137,Aryan Rao,Female,14,11,Kolkata,91.3,52.0,74.0,44.0,55.0,50.0,58.0
STU00278,Vijay Mehta,Female,14,12,Indore,72.0,39.0,65.0,84.0,76.0,98.0,64.0
STU00269,Priya Gupta,female,14,10,Nagpur,53.9,66.0,67.0,55.0,35.0,68.0,36.0
STU00410,Meera Agarwal,Male,14,12,Delhi,83.9,85.0,37.0,,70.0,58.0,72.0
STU00989,Deepak Reddy,Male,16,10,Bengaluru,62.8,74.0,46.0,67.0,54.0,48.0,89.0
STU00650,Kavya Sharma,Female,14,11,Hyderabad,100.0,,51.0,52.0,42.0,53.0,49.0
STU01039,Priya Iyer,Male,15,12,Jaipur,91.6,82.0,73.0,,43.0,69.0,94.0
STU00517,Tanvi Reddy,Male,16,10,Bhopal,74.3,66.0,43.0,61.0,48.0,76.0,70.0
STU01127,Rohan Mehta,Male,17,12,Chennai,87.2,35.0,79.0,77.0,48.0,56.0,45.0
STU01184,Karthik Kumar,Male,18,10,Bhopal,56.8,,49.0,62.0,49.0,49.0,79.0
STU00760,Ishita Rao,Female,14,12,Ahmedabad,100.0,85.0,72.0,70.0,33.0,58.0,63.0
STU00633,Rohan Sharma,Male,15,9,Pune,64.7,44.0,35.0,60.0,67.0,90.0,35.0
STU00802,Vikram Reddy,Male,18,9,Bhopal,76.2,53.0,43.0,60.0,56.0,74.0,66.0
STU00317,Diya Nair,Male,15,12,Delhi,77.8,62.0,58.0,51.0,68.0,69.0,35.0
STU00834,Shreya Yadav,Male,15,11,Hyderabad,60.5,40.0,50.0,51.0,75.0,76.0,60.0
STU00373,Nisha Nair,Female,18,12,Bengaluru,82.3,29.0,79.0,30.0,56.0,91.0,37.0
STU00208,Aarav Yadav,Male,18,12,Bhopal,100.0,67.0,42.0,56.0,108,58.0,68.0
STU00693,Yash Singh,Female,14,12,Chennai,83.1,81.0,61.0,69.0,64.0,62.0,39.0
STU01098,Meera Bhat,Male,18,9,Pune,93.3,46.0,73.0,76.0,69.0,63.0,70.0
STU01143,Anjali Bhat,Female,14,12,Hyderabad,95.9,52.0,69.0,61.0,59.0,69.0,43.0
STU00144,Reyansh Joshi,Female,18,12,Ahmedabad,90.0,69.0,91.0,43.0,19.0,57.0,33.0
STU00251,Arjun Yadav,Female,16,11,Indore,73.0,74.0,44.0,38.0,38.0,66.0,51.0
STU00686,Manoj Reddy,Male,14,9,Bengaluru,75.1,26.0,64.0,84.0,55.0,51.0,61.0
STU00303,Vikram Mehta,Male,15,9,Indore,88.7,48.0,,51.0,68.0,64.0,55.0
STU00826,Krishna Sharma,Male,17,11,Nagpur,82.6,93.0,85.0,AB,75.0,75.0,46.0
STU01010,Sneha Rao,Male,15,11,Nagpur,81.2,81.0,77.0,87.0,81.0,48.0,42.0
STU01092,Pooja Chauhan,Female,16,10,Hyderabad,69.2,82.0,42.0,44.0,52.0,72.0,72.0
STU01152,Riya Pandey,Female,18,10,Lucknow,82.3,67.0,76.0,0.0,32.0,47.0,43.0
STU00366,Tanvi Iyer,Male,14,10,Nagpur,67.6,59.0,58.0,98.0,76.0,95.0,44.0
STU00164,Rohan Sharma,Male,15,9,Bengaluru,84.0,56.0,78.0,45.0,73.0,72.0,60.0
STU00878,Neha Reddy,Male,15,9,Kolkata,,68.0,49.0,,100.0,47.0,46.0
STU00264,Rakesh Gupta,Male,17,12,Nagpur,76.5,59.0,AB,59.0,49.0,64.0,73.0
STU00082,Ananya Iyer,M,18,10,Chennai,71.7,66.0,46.0,40.0,63.0,71.0,57.0
STU00321,Meera Mishra,Male,18,12,Bengaluru,69.4,62.0,53.0,39.0,45.0,51.0,5.0
STU00672,Arjun Joshi,Male,16,10,Hyderabad,81.4,59.0,53.0,69.0,,42.0,56.0
STU00848,Reyansh Yadav,Female,18,10,Nagpur,71.9,53.0,60.0,67.0,59.0,71.0,
STU00489,Vihaan Joshi,Female,15,9,Delhi,77.3,30.0,47.0,53.0,50.0,83.0,61.0
STU00498,Kavya Chauhan,Female,17,12,Hyderabad,48.7,100.0,43.0,53.0,65.0,98.0,76.0
STU00995,Ishaan Mishra,Female,16,11,Bengaluru,67.7,93.0,14.0,,48.0,98.0,58.0
STU00578,Dhruv Joshi,Male,15,9,Nagpur,93.3,24.0,67.0,75.0,67.0,91.0,65.0
STU00145,Kavya Rao,Female,14,9,Indore,75.0,60.0,57.0,56.0,28.0,66.0,52.0
STU00682,Rahul Singh,Female,14,10,Mumbai,78.9,37.0,56.0,68.0,76.0,100.0,27.0
STU00341,Sneha Gupta,Female,15,10,Ahmedabad,72.3,56.0,62.0,32.0,,49.0,72.0
STU00275,Sanya Yadav,Male,14,11,Jaipur,82.3,33.0,49.0,36.0,69.0,34.0,47.0
STU00426,Vijay Bhat,Female,16,12,Lucknow,97.3,52.0,50.0,44.0,33.0,53.0,72.0
STU00653,Pooja Yadav,Male,18,12,Hyderabad,73.5,69.0,47.0,59.0,48.0,54.0,80.0
STU00816,Riya Pandey,female,17,10,Bengaluru,75.6,84.0,66.0,65.0,38.0,46.0,48.0
STU01019,Aditi Sharma,Female,15,10,Jaipur,,76.0,53.0,64.0,70.0,86.0,54.0
STU00646,Rohan Pandey,Female,15,11,Kolkata,89.5,48.0,58.0,48.0,21.0,62.0,54.0
STU00892,Aarav Agarwal,Female,16,10,Hyderabad,78.2,,74.0,74.0,54.0,59.0,60.0
STU00831,Pooja Chauhan,Male,16,11,Hyderabad,87.6,75.0,34.0,79.0,53.0,58.0,37.0
STU01045,Dhruv Sharma,Male,18,12,Lucknow,97.6,63.0,21.0,86.0,52.0,60.0,70.0
STU00088,Anjali Rao,Male,16,10,Bengaluru,85.8,42.0,92.0,68.0,,26.0,55.0
STU00501,Aman Malhotra,Female,14,9,Jaipur,84.0,31.0,45.0,43.0,42.0,69.0,49.0
STU00713,Kabir Bhat,FEMALE,18,11,Hyderabad,77.5,93.0,61.0,33.0,65.0,76.0,45.0
STU00307,Nisha Nair,Female,17,12,Bengaluru,87.1,,60.0,100.0,47.0,38.0,48.0
STU00917,Aditi Verma,Male,14,9,Mumbai,100.0,47.0,42.0,39.0,55.0,52.0,57.0
STU00188,Manoj Verma,Male,18,12,Lucknow,86.6,74.0,42.0,77.0,84.0,57.0,42.0
STU00733,Suresh Gupta,Female,16,11,Pune,98.1,82.0,42.0,79.0,75.0,85.0,46.0
STU01018,Vijay Bhat,Female,18,11,Nagpur,83.4,90.0,86.0,61.0,66.0,82.0,71.0
STU00288,Aarav Nair,Male,15,9,Jaipur,87.0,84.0,77.0,81.0,56.0,78.0,58.0
STU00896,Aditi Pandey,Male,14,12,Hyderabad,73.2,59.0,57.0,66.0,71.0,44.0,45.0
STU00725,Tanvi Gupta,Male,17,10,Mumbai,98.3,,83.0,40.0,55.0,60.0,58.0
STU01027,Rahul Mishra,Female,14,9,Ahmedabad,79.1,54.0,84.0,,55.0,53.0,
STU00723,Sai Sharma,Male,17,9,Jaipur,80.8,94.0,44.0,51.0,38.0,70.0,38.0
STU00978,Amit Iyer,Female,14,9,Mumbai,,59.0,,86.0,55.0,90.0,45.0
STU00395,Kavya Sharma,Female,15,11,Jaipur,84.3,81.0,,43.0,91.0,44.0,59.0
STU00050,Neha Gupta,Female,18,10,Bhopal,100.0,23.0,35.0,78.0,55.0,58.0,62.0
STU00829,Vikram Pandey,Female,16,10,Pune,78.1,74.0,100.0,61.0,66.0,76.0,78.0
STU00563,Vikram Bhat,Male,16,10,Jaipur,82.0,48.0,67.0,54.0,45.0,68.0,45.0
STU00248,Aryan Iyer,Female,17,10,Pune,97.0,30.0,57.0,39.0,43.0,53.0,86.0
STU00438,Anjali Mehta,Female,18,10,Bhopal,83.3,59.0,49.0,69.0,50.0,88.0,28.0
STU00454,Ananya Kumar,Male,16,11,Chennai,75.0,59.0,61.0,65.0,79.0,75.0,40.0
STU01102,Vivaan Reddy,Female,14,12,Hyderabad,73.4,61.0,64.0,85.0,71.0,68.0,57.0
STU00617,Amit Malhotra,Female,15,10,Jaipur,89.5,43.0,81.0,40.0,50.0,39.0,37.0
STU00668,Kavya Agarwal,Male,15,9,Delhi,84.4,56.0,44.0,76.0,,58.0,70.0
STU00857,Manoj Malhotra,Female,18,11,Ahmedabad,57.5,,48.0,53.0,84.0,68.0,52.0
STU01071,Sneha Pandey,Female,17,10,Kolkata,92.7,83.0,56.0,32.0,71.0,81.0,44.0
STU01025,Shreya Yadav,Female,16,9,Nagpur,66.8,63.0,40.0,71.0,14.0,,71.0
STU00034,Rakesh Nair,FEMALE,15,12,Kolkata,82.1,78.0,84.0,62.0,40.0,58.0,70.0
STU00089,Sneha Kumar,Male,15,10,Pune,96.5,66.0,51.0,52.0,33.0,,33.0
STU00379,Tanvi Nair,Female,14,11,Ahmedabad,73.2,44.0,-5,25.0,26.0,80.0,66.0
STU00793,Neha Reddy,Male,16,12,Bhopal,83.6,91.0,74.0,,70.0,82.0,54.0
STU00944,Meera Iyer,Female,16,10,Ahmedabad,,59.0,,24.0,71.0,78.0,28.0
STU00612,Amit Yadav,Male,16,9,Bhopal,82.9,72.0,52.0,58.0,48.0,90.0,75.0
STU00085,Karthik Sharma,female,14,11,Mumbai,96.5,47.0,64.0,64.0,57.0,86.0,37.0
STU01158,Rohan Sharma,Male,17,11,Ahmedabad,87.0,52.0,56.0,66.0,73.0,89.0,53.0
STU00347,Deepak Mishra,Male,16,11,Ahmedabad,59.4,50.0,,74.0,35.0,80.0,52.0
STU00821,Sneha Verma,female,14,12,Chennai,73.2,73.0,68.0,87.0,84.0,54.0,73.0
STU00132,Aryan Mishra,Male,17,10,Pune,82.1,44.0,55.0,48.0,50.0,75.0,55.0
STU00399,Amit Rao,Female,16,11,Delhi,100.0,82.0,,62.0,62.0,61.0,62.0
STU01044,Tanvi Yadav,Male,14,12,Indore,71.8,28.0,61.0,27.0,64.0,68.0,58.0
STU00822,Diya Joshi,Male,14,11,Hyderabad,87.6,100.0,88.0,88.0,66.0,43.0,78.0
STU00845,Deepak Verma,Female,17,10,Pune,75.4,41.0,60.0,48.0,69.0,45.0,68.0
STU01034,Tanvi Mishra,Female,15,11,Lucknow,62.9,53.0,67.0,59.0,67.0,73.0,97.0
STU00377,Vihaan Mishra,Female,15,9,Nagpur,71.4,56.0,73.0,35.0,48.0,63.0,81.0
STU01059,Amit Mehta,Male,15,12,Jaipur,61.4,52.0,67.0,78.0,75.0,100.0,67.0
STU00470,Priya Mehta,Female,16,9,Chennai,93.5,94.0,55.0,73.0,67.0,69.0,26.0
STU00342,Amit Agarwal,Male,14,12,Chandigarh,83.2,84.0,75.0,69.0,79.0,87.0,99.0
STU00591,Pooja Mishra,Female,14,9,Chandigarh,100.0,39.0,58.0,51.0,29.0,50.0,68.0
STU00962,Vikram Iyer,Male,14,10,Kolkata,75.0,58.0,96.0,49.0,76.0,82.0,61.0
STU00079,Sai Joshi,Female,17,11,Jaipur,76.4,51.0,26.0,48.0,67.0,51.0,64.0
STU00796,Tanvi Reddy,Female,15,9,Pune,77.7,55.0,56.0,58.0,60.0,56.0,77.0
STU00781,Aryan Patel,Female,16,12,Nagpur,,62.0,53.0,83.0,73.0,62.0,55.0
STU00063,Suresh Joshi,Male,18,10,Indore,89.8,56.0,67.0,61.0,24.0,55.0,81.0
STU00142,Meera Rao,Female,16,9,Kolkata,81.6,71.0,80.0,76.0,100.0,96.0,86.0
STU01166,Aditya Pandey,Female,14,10,Bhopal,86.1,63.0,47.0,43.0,27.0,53.0,55.0
STU01091,Anjali Singh,Female,17,11,Pune,88.9,76.0,83.0,93.0,45.0,70.0,63.0
STU00220,Vihaan Nair,F,17,12,Indore,68.0,70.0,53.0,36.0,,77.0,55.0
STU01180,Neha Singh,Female,17,10,Jaipur,94.9,57.0,32.0,68.0,28.0,69.0,48.0
STU00153,Kavya Gupta,Male,17,11,Kolkata,76.2,62.0,57.0,33.0,60.0,87.0,62.0
STU00326,Ishita Yadav,Male,17,9,Mumbai,85.1,67.0,50.0,86.0,75.0,58.0,53.0
STU00308,Anjali Chauhan,male,18,9,Indore,84.8,2.0,45.0,69.0,60.0,86.0,108
STU00883,Aditi Mishra,Female,15,12,Jaipur,81.8,34.0,40.0,65.0,,32.0,87.0
STU00751,Kavya Patel,Female,17,11,Ahmedabad,64.9,66.0,46.0,47.0,76.0,64.0,37.0
STU00601,Manoj Rao,Female,18,9,Pune,90.5,42.0,44.0,60.0,33.0,71.0,72.0
STU00152,Aarav Pandey,Female,14,12,Nagpur,,70.0,66.0,38.0,52.0,46.0,78.0
STU00204,Diya Gupta,Male,17,9,Hyderabad,-9.0,60.0,47.0,50.0,35.0,61.0,74.0
STU00795,Suresh Sharma,male,18,11,Patna,67.6,48.0,47.0,,,84.0,66.0
STU00972,Suresh Sharma,Male,15,11,Nagpur,60.1,67.0,44.0,82.0,49.0,32.0,87.0
STU00005,Ishaan Verma,Male,17,10,Delhi,86.4,30.0,61.0,59.0,-5,73.0,89.0
STU00577,Diya Mishra,Female,14,9,Patna,59.3,79.0,29.0,53.0,57.0,88.0,80.0
STU00997,Aryan Chauhan,Male,18,10,Kolkata,100.0,55.0,59.0,56.0,23.0,65.0,53.0
STU00383,Rahul Kapoor,Male,17,11,Bhopal,100.0,60.0,38.0,42.0,58.0,74.0,27.0
STU00130,Krishna Joshi,Male,15,10,Hyderabad,72.6,72.0,48.0,46.0,85.0,85.0,74.0
STU00615,Reyansh Patel,Female,15,9,Pune,82.2,75.0,84.0,25.0,,61.0,50.0
STU00776,Aryan Pandey,Male,16,12,Jaipur,81.7,AB,3.0,108,55.0,77.0,61.0
STU01028,Sneha Nair,Male,17,12,Jaipur,85.3,59.0,40.0,83.0,32.0,75.0,45.0
STU00484,Pooja Reddy,Male,17,11,Ahmedabad,70.7,43.0,38.0,94.0,66.0,20.0,57.0
STU00072,Aryan Iyer,M,18,11,Delhi,84.9,79.0,85.0,33.0,26.0,49.0,58.0
STU00613,Ananya Agarwal,Female,16,12,Mumbai,61.8,93.0,11.0,87.0,53.0,60.0,
STU00401,Aarav Reddy,FEMALE,16,11,Mumbai,87.7,75.0,68.0,47.0,60.0,96.0,56.0
STU00691,Vijay Patel,Male,16,10,Hyderabad,88.6,99.0,43.0,37.0,44.0,72.0,61.0
STU00675,Tanvi Joshi,Female,14,11,Chennai,90.2,78.0,59.0,73.0,92.0,87.0,46.0
STU01176,Kavya Kapoor,Male,16,10,Bengaluru,88.6,59.0,85.0,75.0,65.0,60.0,
STU00262,Krishna Bhat,Female,17,10,Chandigarh,100.0,100.0,,33.0,56.0,44.0,63.0
STU00726,Aryan Sharma,Male,14,11,Bhopal,86.0,64.0,71.0,52.0,18.0,50.0,42.0
STU00549,Vikram Kapoor,Male,15,11,Lucknow,70.2,68.0,87.0,74.0,23.0,60.0,59.0
STU00203,Ishita Mehta,Female,17,9,Mumbai,53.4,54.0,69.0,33.0,70.0,66.0,50.0
STU01164,Karthik Kumar,Female,15,12,Mumbai,,74.0,54.0,75.0,48.0,75.0,51.0
STU00071,Vijay Singh,Female,14,9,Chennai,72.2,49.0,35.0,55.0,60.0,81.0,63.0
STU01139,Ishaan Verma,Female,18,9,Ahmedabad,68.6,70.0,68.0,43.0,86.0,70.0,86.0
STU00981,Vikram Agarwal,F,14,10,Jaipur,99.6,60.0,62.0,17.0,75.0,93.0,53.0
STU00128,Meera Gupta,Female,16,12,Bhopal,76.2,82.0,58.0,59.0,51.0,,65.0
STU00371,Aman Kapoor,Male,17,12,Bhopal,69.4,,41.0,79.0,44.0,73.0,59.0
STU00135,Pooja Joshi,Female,15,11,Kolkata,103.7,53.0,71.0,80.0,49.0,37.0,63.0
STU00513,Aman Verma,Female,15,9,Kolkata,72.8,98.0,69.0,34.0,57.0,50.0,51.0
STU00897,Karthik Patel,Male,14,10,Kolkata,97.9,75.0,47.0,51.0,48.0,87.0,69.0
STU00222,Sai Rao,M,16,10,Nagpur,66.9,58.0,61.0,38.0,36.0,81.0,31.0
STU01103,Priya Kapoor,Male,14,11,Jaipur,58.0,52.0,66.0,27.0,77.0,68.0,49.0
STU01040,Kabir Gupta,Female,17,12,Jaipur,74.9,56.0,68.0,100.0,31.0,52.0,85.0
STU01108,Arjun Nair,Male,18,11,Jaipur,62.2,60.0,,77.0,43.0,,67.0
STU00717,Reyansh Joshi,Female,16,11,Bhopal,97.3,62.0,61.0,83.0,71.0,89.0,43.0
STU00862,Meera Malhotra,Male,15,11,Jaipur,95.2,73.0,,70.0,89.0,64.0,20.0
STU00406,Vivaan Pandey,Male,16,12,Chennai,75.8,63.0,61.0,49.0,7.0,81.0,
STU00758,Rohan Mishra,Male,15,10,Jaipur,103.0,52.0,65.0,52.0,56.0,61.0,46.0
STU00847,Meera Nair,Male,18,9,Pune,93.5,81.0,71.0,65.0,39.0,100.0,55.0
STU00811,Kabir Sharma,Male,15,12,Lucknow,100.0,58.0,65.0,69.0,67.0,78.0,88.0
STU00814,Aditi Joshi,Male,15,11,Jaipur,87.1,43.0,64.0,60.0,43.0,100.0,38.0
STU00211,Deepak Yadav,Female,18,9,Mumbai,73.0,59.0,51.0,45.0,39.0,59.0,59.0
STU00388,Vikram Agarwal,Female,14,11,Bengaluru,90.4,38.0,80.0,35.0,85.0,100.0,62.0
STU00506,Kabir Kapoor,Female,18,10,Kolkata,69.8,78.0,50.0,48.0,54.0,65.0,68.0
STU00731,Nisha Reddy,Female,16,11,Kolkata,-5.8,29.0,44.0,79.0,75.0,81.0,68.0
STU01089,Arjun Rao,Male,17,9,Jaipur,93.7,35.0,47.0,66.0,65.0,78.0,73.0
STU00263,Dhruv Reddy,Male,17,9,Hyderabad,93.0,36.0,61.0,45.0,59.0,46.0,56.0
STU00305,Amit Pandey,female,14,10,Indore,75.3,48.0,,66.0,74.0,77.0,22.0
STU00283,Manoj Singh,Female,14,11,Pune,100.0,57.0,48.0,81.0,89.0,AB,65.0
STU00879,Karthik Chauhan,Male,17,11,Delhi,83.9,89.0,70.0,81.0,46.0,80.0,44.0
STU00801,Dhruv Malhotra,Female,15,12,Ahmedabad,46.4,82.0,44.0,65.0,64.0,82.0,78.0
STU00570,Tanvi Mehta,Female,15,9,Chandigarh,80.6,33.0,53.0,,64.0,68.0,87.0
STU00340,Sanya Mishra,Male,18,11,Ahmedabad,98.5,64.0,70.0,67.0,59.0,51.0,66.0
STU00337,Neha Verma,Female,16,11,Hyderabad,89.9,50.0,50.0,68.0,54.0,100.0,46.0
STU00515,Riya Reddy,Male,16,12,Bengaluru,62.5,49.0,68.0,53.0,30.0,99.0,47.0
STU00775,Ishita Sharma,Male,17,12,Bengaluru,86.6,63.0,59.0,65.0,86.0,89.0,53.0
STU00156,Meera Yadav,Male,14,11,Lucknow,89.4,65.0,59.0,74.0,44.0,64.0,96.0
STU00692,Karthik Pandey,Female,17,11,Nagpur,70.7,63.0,58.0,29.0,61.0,69.0,61.0
STU01023,Aryan Agarwal,Male,18,11,Ahmedabad,94.2,32.0,52.0,40.0,56.0,67.0,84.0
STU00900,Ishita Mehta,Male,15,12,Bhopal,100.0,49.0,36.0,57.0,38.0,57.0,96.0
STU00881,Yash Iyer,Male,14,10,Nagpur,72.5,59.0,36.0,55.0,,59.0,74.0
STU00074,Vivaan Singh,Female,16,11,Patna,84.8,38.0,57.0,87.0,36.0,51.0,31.0
STU00044,Vihaan Reddy,Male,14,11,Chennai,97.7,70.0,55.0,,99.0,71.0,56.0
STU00047,Vikram Nair,Female,18,9,Bengaluru,77.0,76.0,56.0,60.0,55.0,49.0,82.0
STU00704,Karthik Pandey,Male,17,9,Chandigarh,94.2,100.0,,58.0,72.0,62.0,48.0
STU00824,Karthik Yadav,Male,18,9,Bengaluru,77.5,61.0,45.0,51.0,50.0,82.0,60.0
STU00585,Vijay Mishra,Male,14,11,Jaipur,93.1,58.0,54.0,61.0,30.0,67.0,41.0
STU00673,Krishna Agarwal,Female,17,10,Pune,93.3,58.0,56.0,62.0,58.0,59.0,58.0
STU00785,Rakesh Agarwal,Female,16,9,Bhopal,54.4,60.0,35.0,25.0,58.0,73.0,55.0
STU00254,Kavya Singh,Female,18,11,Chandigarh,84.2,68.0,88.0,67.0,44.0,30.0,35.0
STU00573,Karthik Rao,Female,15,9,Lucknow,85.3,AB,40.0,79.0,24.0,73.0,36.0
STU00097,Pooja Nair,Male,18,11,Chennai,79.6,70.0,69.0,81.0,46.0,70.0,67.0
STU00279,Tanvi Pandey,Male,18,9,Indore,78.8,,37.0,,37.0,57.0,54.0
STU00671,Kavya Gupta,MALE,16,9,Mumbai,67.2,80.0,33.0,,62.0,70.0,60.0
STU00296,Aman Mishra,Female,14,11,Nagpur,100.0,36.0,54.0,AB,68.0,,49.0
STU01099,Aryan Pandey,Male,17,9,Mumbai,96.4,64.0,35.0,46.0,64.0,71.0,45.0
STU00346,Vijay Kapoor,Male,17,11,Bhopal,78.2,67.0,93.0,60.0,19.0,68.0,
STU00606,Pooja Kapoor,Female,15,10,Bhopal,81.1,45.0,60.0,66.0,32.0,60.0,82.0
STU00099,Karthik Gupta,Female,17,12,Pune,67.9,76.0,77.0,63.0,13.0,60.0,71.0
STU01072,Amit Chauhan,Female,16,12,Delhi,95.7,74.0,63.0,82.0,74.0,54.0,35.0
STU00552,Rakesh Kumar,Male,16,12,Pune,85.2,74.0,39.0,58.0,48.0,93.0,65.0
STU00075,Aman Verma,Male,14,12,Mumbai,88.5,72.0,36.0,49.0,63.0,78.0,70.0
STU00266,Aditi Kumar,Female,17,9,Lucknow,63.8,55.0,,56.0,39.0,72.0,33.0
STU01003,Nisha Gupta,Female,16,12,Lucknow,79.5,63.0,47.0,64.0,56.0,100.0,93.0
STU00131,Nisha Kumar,Female,14,9,Hyderabad,74.3,91.0,82.0,54.0,64.0,93.0,69.0
STU00524,Rohan Chauhan,Female,15,11,Delhi,91.3,64.0,76.0,25.0,,69.0,65.0
STU00064,Vihaan Kapoor,Female,17,9,Chandigarh,84.7,56.0,95.0,60.0,82.0,-5,58.0
STU00012,Krishna Mishra,Female,15,12,Delhi,81.6,61.0,56.0,47.0,92.0,93.0,64.0
STU00696,Dhruv Mehta,Male,14,11,Mumbai,100.0,51.0,41.0,63.0,27.0,74.0,54.0
STU00356,Anjali Mehta,Female,18,10,Mumbai,72.8,61.0,53.0,55.0,68.0,51.0,29.0
STU00028,Ishita Sharma,Male,16,11,Nagpur,71.5,46.0,69.0,32.0,80.0,,44.0
STU00949,Riya Pandey,Female,18,10,Mumbai,63.5,83.0,37.0,77.0,50.0,77.0,66.0
STU00732,Vivaan Verma,Female,18,10,Mumbai,100.0,57.0,78.0,52.0,71.0,82.0,57.0
STU00807,Meera Yadav,Male,16,10,Pune,72.7,43.0,75.0,54.0,28.0,50.0,66.0
STU00425,Aman Chauhan,Male,16,12,Nagpur,86.3,54.0,54.0,51.0,36.0,84.0,38.0
STU00025,Anjali Kapoor,Male,16,10,Jaipur,60.7,48.0,51.0,60.0,48.0,63.0,55.0
STU00720,Dhruv Agarwal,Female,16,11,Kolkata,67.7,30.0,51.0,62.0,67.0,67.0,94.0
STU00331,Krishna Malhotra,Male,15,9,Pune,92.4,42.0,77.0,56.0,77.0,61.0,41.0
STU00558,Krishna Rao,Female,17,10,Delhi,-5.2,71.0,65.0,50.0,27.0,54.0,72.0
STU00403,Tanvi Kapoor,Female,18,10,Chennai,,48.0,40.0,63.0,65.0,47.0,60.0
STU00192,Deepak Singh,Female,16,9,Pune,53.6,95.0,31.0,26.0,46.0,100.0,100.0
STU00642,Yash Bhat,Female,16,9,Hyderabad,84.3,54.0,68.0,33.0,58.0,59.0,75.0
STU00825,Vijay Bhat,Male,15,11,Bengaluru,92.1,77.0,30.0,29.0,27.0,92.0,
STU00564,Suresh Chauhan,Male,18,9,Nagpur,71.8,46.0,69.0,68.0,90.0,49.0,75.0
STU00129,Anjali Gupta,Male,14,10,Kolkata,96.2,70.0,64.0,34.0,45.0,83.0,61.0
STU00697,Vijay Malhotra,Female,17,12,Nagpur,83.2,26.0,100.0,61.0,61.0,83.0,43.0
STU01130,Aarav Agarwal,Male,15,12,Ahmedabad,94.8,55.0,80.0,33.0,42.0,59.0,30.0
STU00902,Priya Patel,Male,15,11,Chandigarh,98.1,53.0,57.0,74.0,42.0,108,50.0
STU00169,Amit Reddy,Male,14,12,Mumbai,96.6,,41.0,69.0,55.0,93.0,100.0
STU00287,Aryan Sharma,Female,18,9,Patna,84.8,31.0,70.0,48.0,53.0,,62.0
STU00966,Vihaan Rao,Male,16,12,Bhopal,74.4,61.0,46.0,32.0,72.0,50.0,52.0
